letra,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.04874902963638306,-0.010111212730407715,-0.09850537776947021,-0.04475438594818115,-0.13406842947006226,-0.07736670970916748,-0.15636759996414185,-0.10225260257720947,-0.08693397045135498,-0.09804177284240723,-0.08981972932815552,-0.1358623504638672,-0.07350432872772217,-0.09060502052307129,-0.07403832674026489,-0.07821208238601685,-0.05452930927276611,-0.10949170589447021,-0.05567026138305664,-0.14466959238052368,-0.0443652868270874,-0.08758711814880371,-0.050564467906951904,-0.08109539747238159,-0.0246427059173584,-0.1162152886390686,-0.022593140602111816,-0.14881306886672974,-0.016062021255493164,-0.09538918733596802,-0.021487176418304443,-0.08653461933135986,0.004210054874420166,-0.11859709024429321,0.00652766227722168,-0.14504164457321167,0.009106278419494629,-0.1071091890335083,0.005830824375152588,-0.09387582540512085
A,0.0,0.0,-0.046912193298339844,-0.010295987129211426,-0.09321558475494385,-0.04542183876037598,-0.12782418727874756,-0.07813018560409546,-0.1510787010192871,-0.10114872455596924,-0.07948178052902222,-0.0962754487991333,-0.08250623941421509,-0.13420993089675903,-0.06886476278305054,-0.09095317125320435,-0.06830579042434692,-0.07913053035736084,-0.0485725998878479,-0.10531669855117798,-0.04937589168548584,-0.14096182584762573,-0.040668487548828125,-0.08520287275314331,-0.045685529708862305,-0.07967245578765869,-0.019869863986968994,-0.11038058996200562,-0.017885804176330566,-0.14253932237625122,-0.013667047023773193,-0.08972769975662231,-0.018295884132385254,-0.08218169212341309,0.008095383644104004,-0.11187213659286499,0.009994685649871826,-0.13691383600234985,0.010907411575317383,-0.09769701957702637,0.008514404296875,-0.08479416370391846
A,0.0,0.0,-0.04502147436141968,-0.013396382331848145,-0.0908048152923584,-0.05049872398376465,-0.12610161304473877,-0.08013355731964111,-0.1530502438545227,-0.09412270784378052,-0.07932525873184204,-0.10625064373016357,-0.08476465940475464,-0.14914792776107788,-0.07011228799819946,-0.10684150457382202,-0.06884807348251343,-0.08994227647781372,-0.050140202045440674,-0.11775237321853638,-0.05342811346054077,-0.15770763158798218,-0.04326009750366211,-0.10511243343353271,-0.0482143759727478,-0.09421008825302124,-0.021166086196899414,-0.12078452110290527,-0.021974682807922363,-0.1621992588043213,-0.014991402626037598,-0.1139230728149414,-0.018424272537231445,-0.09972649812698364,0.007187068462371826,-0.11710160970687866,0.00906836986541748,-0.15009671449661255,0.009570658206939697,-0.11670124530792236,0.005170106887817383,-0.10071611404418945
A,0.0,0.0,-0.04742151498794556,-0.015215039253234863,-0.09247726202011108,-0.051001131534576416,-0.12789082527160645,-0.08180677890777588,-0.15756696462631226,-0.09528756141662598,-0.08120083808898926,-0.10875821113586426,-0.09026724100112915,-0.15970337390899658,-0.07443273067474365,-0.12351244688034058,-0.07121306657791138,-0.09823918342590332,-0.05247044563293457,-0.12519031763076782,-0.06036657094955444,-0.17370879650115967,-0.04750525951385498,-0.13235360383987427,-0.05035972595214844,-0.11099135875701904,-0.023627102375030518,-0.13064318895339966,-0.029140591621398926,-0.1831202507019043,-0.019689738750457764,-0.14674782752990723,-0.021816492080688477,-0.12242019176483154,0.002964913845062256,-0.12643790245056152,0.004914343357086182,-0.17004841566085815,0.007968902587890625,-0.15311163663864136,0.003989219665527344,-0.13611215353012085
A,0.0,0.0,-0.04508960247039795,-0.01418912410736084,-0.09098958969116211,-0.05141282081604004,-0.125868022441864,-0.08369910717010498,-0.15290981531143188,-0.10265094041824341,-0.08159667253494263,-0.11197930574417114,-0.0849648118019104,-0.1567094922065735,-0.06977885961532593,-0.11322593688964844,-0.0696338415145874,-0.0952654480934143,-0.051944613456726074,-0.1252002716064453,-0.05464667081832886,-0.167042076587677,-0.043945908546447754,-0.11340779066085815,-0.04977911710739136,-0.10206210613250732,-0.022274672985076904,-0.12896734476089478,-0.02265721559524536,-0.1733107566833496,-0.015313982963562012,-0.12406325340270996,-0.019399285316467285,-0.10836535692214966,0.006330430507659912,-0.12507528066635132,0.00911867618560791,-0.1577693223953247,0.009844601154327393,-0.12354248762130737,0.0048673152923583984,-0.10747003555297852
A,0.0,0.0,-0.046185433864593506,-0.006681919097900391,-0.0949907898902893,-0.04194474220275879,-0.13182759284973145,-0.07385247945785522,-0.15633416175842285,-0.09657227993011475,-0.08335322141647339,-0.09715473651885986,-0.08513253927230835,-0.13765472173690796,-0.07075619697570801,-0.09175759553909302,-0.07053130865097046,-0.0786973237991333,-0.05248367786407471,-0.10666495561599731,-0.052560627460479736,-0.14277112483978271,-0.042958855628967285,-0.08608156442642212,-0.04875326156616211,-0.08089417219161987,-0.023701012134552002,-0.11140793561935425,-0.02098977565765381,-0.14398211240768433,-0.015479445457458496,-0.09131115674972534,-0.020598769187927246,-0.08395802974700928,0.004584848880767822,-0.11223012208938599,0.0071318745613098145,-0.13758635520935059,0.008871912956237793,-0.09905004501342773,0.005837619304656982,-0.0865887999534607
A,0.0,0.0,-0.05587208271026611,-0.01911860704421997,-0.10829025506973267,-0.06474781036376953,-0.1431707739830017,-0.11038869619369507,-0.1692916750907898,-0.1456981897354126,-0.09006822109222412,-0.13397091627120972,-0.09226620197296143,-0.17853140830993652,-0.07775384187698364,-0.12840068340301514,-0.07427787780761719,-0.10678106546401978,-0.05500525236129761,-0.1507105827331543,-0.057827651500701904,-0.19630837440490723,-0.04657161235809326,-0.13403350114822388,-0.047398507595062256,-0.1150895357131958,-0.020658493041992188,-0.1585937738418579,-0.0230901837348938,-0.20857232809066772,-0.015399038791656494,-0.1508278250694275,-0.01629263162612915,-0.12578684091567993,0.01185232400894165,-0.15789169073104858,0.011659085750579834,-0.20422056317329407,0.012166619300842285,-0.16417598724365234,0.008451461791992188,-0.13925868272781372
A,0.0,0.0,-0.06845754384994507,-0.023655593395233154,-0.13336670398712158,-0.08876073360443115,-0.17583221197128296,-0.14251255989074707,-0.208903968334198,-0.17339986562728882,-0.10546070337295532,-0.16801011562347412,-0.11167103052139282,-0.2167486548423767,-0.09093546867370605,-0.15274912118911743,-0.08920365571975708,-0.1409130096435547,-0.06417882442474365,-0.18569326400756836,-0.06994909048080444,-0.22908085584640503,-0.05522751808166504,-0.15039271116256714,-0.05870538949966431,-0.14615905284881592,-0.02256333827972412,-0.19273090362548828,-0.026745259761810303,-0.2448599636554718,-0.01795661449432373,-0.1701270341873169,-0.018536269664764404,-0.15365928411483765,0.01571875810623169,-0.19162195920944214,0.014998555183410645,-0.24117520451545715,0.013545036315917969,-0.18911296129226685,0.01042407751083374,-0.165763258934021
A,0.0,0.0,-0.08125954866409302,-0.032010555267333984,-0.150316059589386,-0.10581886768341064,-0.19397443532943726,-0.1653064489364624,-0.22891736030578613,-0.19775497913360596,-0.1132512092590332,-0.1870092749595642,-0.12492614984512329,-0.2379705011844635,-0.10066580772399902,-0.16906219720840454,-0.09528601169586182,-0.15798407793045044,-0.06803280115127563,-0.20405346155166626,-0.07769417762756348,-0.25382286310195923,-0.06152099370956421,-0.1688554286956787,-0.06330949068069458,-0.16393792629241943,-0.023205339908599854,-0.211483895778656,-0.030531227588653564,-0.27302661538124084,-0.020933151245117188,-0.19025683403015137,-0.019489049911499023,-0.17036503553390503,0.017939627170562744,-0.21041607856750488,0.016490161418914795,-0.2706819772720337,0.015054464340209961,-0.21254199743270874,0.013609051704406738,-0.18457245826721191
A,0.0,0.0,-0.09481966495513916,-0.037957072257995605,-0.16575545072555542,-0.13393032550811768,-0.20807331800460815,-0.21300801634788513,-0.24774900078773499,-0.2578231692314148,-0.11656785011291504,-0.2477710247039795,-0.13064038753509521,-0.29318103194236755,-0.10856401920318604,-0.21096670627593994,-0.10291028022766113,-0.2045096755027771,-0.0632137656211853,-0.26537272334098816,-0.07528704404830933,-0.3062654435634613,-0.06424444913864136,-0.2041833996772766,-0.06268078088760376,-0.2072082757949829,-0.009881913661956787,-0.26730668544769287,-0.01823580265045166,-0.32986629009246826,-0.017129182815551758,-0.23285242915153503,-0.01264101266860962,-0.21543359756469727,0.03807348012924194,-0.26268890500068665,0.043982744216918945,-0.3295857310295105,0.03391164541244507,-0.27268922328948975,0.0321083664894104,-0.2509649395942688
A,0.0,0.0,-0.09482479095458984,-0.041960716247558594,-0.16889625787734985,-0.14122360944747925,-0.2130434513092041,-0.2216581106185913,-0.25431549549102783,-0.27007222175598145,-0.11659693717956543,-0.25505194067955017,-0.13090109825134277,-0.30610838532447815,-0.10775291919708252,-0.219399094581604,-0.09997665882110596,-0.21323615312576294,-0.0611119270324707,-0.27243441343307495,-0.07259082794189453,-0.31955891847610474,-0.06060272455215454,-0.21341603994369507,-0.05801600217819214,-0.2159852385520935,-0.0061550140380859375,-0.27449071407318115,-0.014214158058166504,-0.34090912342071533,-0.011441528797149658,-0.2409927248954773,-0.006268560886383057,-0.22496962547302246,0.043402254581451416,-0.2685272693634033,0.047956764698028564,-0.3346056342124939,0.03853684663772583,-0.2705209255218506,0.03619450330734253,-0.2486051619052887
A,0.0,0.0,-0.09822654724121094,-0.04352128505706787,-0.17539292573928833,-0.15016639232635498,-0.222706139087677,-0.23559463024139404,-0.2696804404258728,-0.28541436791419983,-0.12419039011001587,-0.27468883991241455,-0.13778448104858398,-0.31854039430618286,-0.11012083292007446,-0.224234938621521,-0.10194069147109985,-0.2276049256324768,-0.06428325176239014,-0.289988249540329,-0.07603681087493896,-0.33032673597335815,-0.06248205900192261,-0.21655970811843872,-0.06128019094467163,-0.22960448265075684,-0.005699634552001953,-0.2900037169456482,-0.013565599918365479,-0.351643443107605,-0.010193109512329102,-0.24582266807556152,-0.003954946994781494,-0.23926544189453125,0.04537290334701538,-0.2843066453933716,0.05264931917190552,-0.3445362150669098,0.042176902294158936,-0.2747662365436554,0.040456295013427734,-0.2574624717235565
A,0.0,0.0,-0.10415571928024292,-0.04969519376754761,-0.1878604292869568,-0.16641151905059814,-0.24162781238555908,-0.2492436170578003,-0.2953813076019287,-0.29642242193222046,-0.136216402053833,-0.2906756103038788,-0.14318609237670898,-0.3370990455150604,-0.11434400081634521,-0.23729592561721802,-0.1111372709274292,-0.2455003261566162,-0.0695447325706482,-0.30743643641471863,-0.07825720310211182,-0.3510713577270508,-0.06440132856369019,-0.23051762580871582,-0.06721717119216919,-0.24727338552474976,-0.006107449531555176,-0.30532294511795044,-0.012136697769165039,-0.3717987537384033,-0.008975386619567871,-0.26044291257858276,-0.007000863552093506,-0.25657469034194946,0.046771347522735596,-0.29777318239212036,0.0568995475769043,-0.3622753620147705,0.04763782024383545,-0.29888904094696045,0.04564911127090454,-0.28957563638687134
A,0.0,0.0,-0.10707193613052368,-0.043489933013916016,-0.2000618577003479,-0.15910935401916504,-0.26133108139038086,-0.23690730333328247,-0.3206652104854584,-0.27994221448898315,-0.15061533451080322,-0.28892767429351807,-0.1569766402244568,-0.3359849452972412,-0.12248820066452026,-0.23191118240356445,-0.12109625339508057,-0.24020183086395264,-0.08078467845916748,-0.3108149468898773,-0.08913630247116089,-0.35544508695602417,-0.06949120759963989,-0.23040759563446045,-0.07578867673873901,-0.24788618087768555,-0.014497160911560059,-0.31255000829696655,-0.0210874080657959,-0.3767653703689575,-0.01270514726638794,-0.2629123330116272,-0.013274908065795898,-0.26396262645721436,0.03981328010559082,-0.3101308345794678,0.04974830150604248,-0.37252697348594666,0.04299497604370117,-0.29857587814331055,0.037571609020233154,-0.2868391275405884
A,0.0,0.0,-0.10833388566970825,-0.046355366706848145,-0.2024880051612854,-0.16301530599594116,-0.26449328660964966,-0.240034818649292,-0.3243870139122009,-0.2820725440979004,-0.15554845333099365,-0.29493558406829834,-0.1582036018371582,-0.33874690532684326,-0.12351870536804199,-0.23407578468322754,-0.12386453151702881,-0.2409348487854004,-0.08515399694442749,-0.3175596594810486,-0.08962523937225342,-0.3583205044269562,-0.06941449642181396,-0.2335079312324524,-0.07819116115570068,-0.2498604655265808,-0.01721322536468506,-0.31891220808029175,-0.020866870880126953,-0.37899255752563477,-0.011492550373077393,-0.26563096046447754,-0.01527857780456543,-0.26583385467529297,0.03897613286972046,-0.31419768929481506,0.05210918188095093,-0.3750802278518677,0.04664731025695801,-0.3009381890296936,0.03842818737030029,-0.2881684899330139
A,0.0,0.0,-0.10270404815673828,-0.04366058111190796,-0.1917535662651062,-0.15949136018753052,-0.25067150592803955,-0.23566526174545288,-0.3073796033859253,-0.27648115158081055,-0.14402556419372559,-0.27976226806640625,-0.14896118640899658,-0.324959933757782,-0.1155286431312561,-0.22521787881851196,-0.11507928371429443,-0.232957124710083,-0.07764947414398193,-0.3004695773124695,-0.08341479301452637,-0.34350794553756714,-0.06398814916610718,-0.22277486324310303,-0.07150274515151978,-0.23989421129226685,-0.014158189296722412,-0.30269718170166016,-0.01894998550415039,-0.3638887405395508,-0.009929120540618896,-0.25399041175842285,-0.011676669120788574,-0.2556613087654114,0.03758436441421509,-0.3010587990283966,0.048750221729278564,-0.361839234828949,0.043424785137176514,-0.2886350154876709,0.03770178556442261,-0.2759284973144531
A,0.0,0.0,-0.08862882852554321,-0.04897111654281616,-0.15403640270233154,-0.144991934299469,-0.19422614574432373,-0.21977484226226807,-0.23061484098434448,-0.26139968633651733,-0.09657353162765503,-0.2510563135147095,-0.13131451606750488,-0.2710684537887573,-0.10435086488723755,-0.1926911473274231,-0.08457744121551514,-0.19949620962142944,-0.050166964530944824,-0.26289457082748413,-0.08254408836364746,-0.2814987897872925,-0.06654632091522217,-0.1880660057067871,-0.04995959997177124,-0.20223653316497803,-0.0031102895736694336,-0.2592940926551819,-0.028753161430358887,-0.28833863139152527,-0.025032401084899902,-0.19952911138534546,-0.007221639156341553,-0.20506620407104492,0.040576398372650146,-0.2484515905380249,0.02745068073272705,-0.2726583778858185,0.018872618675231934,-0.21331316232681274,0.03128552436828613,-0.21108543872833252
A,0.0,0.0,-0.09505307674407959,-0.059148430824279785,-0.1511325240135193,-0.16386234760284424,-0.18366920948028564,-0.2350001335144043,-0.21454119682312012,-0.27469563484191895,-0.09429395198822021,-0.26774775981903076,-0.1374753713607788,-0.27928024530410767,-0.1109054684638977,-0.20496731996536255,-0.08917385339736938,-0.20203310251235962,-0.052227914333343506,-0.28128358721733093,-0.09673339128494263,-0.2844904959201813,-0.07761341333389282,-0.20017266273498535,-0.05389779806137085,-0.2088456153869629,-0.007574260234832764,-0.2767406404018402,-0.04674428701400757,-0.28447577357292175,-0.04113191366195679,-0.2024838924407959,-0.01941126585006714,-0.20364409685134888,0.03290480375289917,-0.2597857117652893,0.005698144435882568,-0.26489347219467163,-0.0032851696014404297,-0.20857906341552734,0.012298345565795898,-0.20415574312210083
A,0.0,0.0,-0.09562981128692627,-0.05580341815948486,-0.1587587594985962,-0.15815216302871704,-0.1956297755241394,-0.2327408790588379,-0.2297811508178711,-0.2728079557418823,-0.09988856315612793,-0.2587648034095764,-0.14350247383117676,-0.2795606851577759,-0.11477625370025635,-0.2039816975593567,-0.0928996205329895,-0.20331889390945435,-0.056491732597351074,-0.2714816927909851,-0.10027879476547241,-0.2873971164226532,-0.07942306995391846,-0.19957584142684937,-0.056747615337371826,-0.20984935760498047,-0.01105409860610962,-0.26871341466903687,-0.04849356412887573,-0.2906579077243805,-0.04069185256958008,-0.20427370071411133,-0.018548190593719482,-0.2058504819869995,0.03186458349227905,-0.25534433126449585,0.006306886672973633,-0.27186644077301025,-0.0011181235313415527,-0.21094727516174316,0.014635920524597168,-0.20489072799682617
A,0.0,0.0,-0.09663605690002441,-0.05378502607345581,-0.15962320566177368,-0.15324097871780396,-0.19838064908981323,-0.225982666015625,-0.23264676332473755,-0.2660145163536072,-0.10057061910629272,-0.2615433931350708,-0.14418244361877441,-0.2727062702178955,-0.11446124315261841,-0.19744670391082764,-0.09264791011810303,-0.19924527406692505,-0.057071685791015625,-0.2772517204284668,-0.10055315494537354,-0.27847951650619507,-0.07928705215454102,-0.1910618543624878,-0.057479143142700195,-0.20354574918746948,-0.011229991912841797,-0.27394354343414307,-0.04891937971115112,-0.2797941565513611,-0.041227877140045166,-0.1944413185119629,-0.01959151029586792,-0.19868457317352295,0.03096187114715576,-0.25868135690689087,0.005244910717010498,-0.2593677043914795,-0.00119858980178833,-0.2024480104446411,0.01554495096206665,-0.2026740312576294
A,0.0,0.0,-0.06526845693588257,-0.04045975208282471,-0.12037771940231323,-0.13485515117645264,-0.16375130414962769,-0.20494472980499268,-0.21130460500717163,-0.23421049118041992,-0.10637938976287842,-0.21357113122940063,-0.07899248600006104,-0.27452945709228516,-0.06056773662567139,-0.19284021854400635,-0.07903951406478882,-0.17500686645507812,-0.05591535568237305,-0.23217540979385376,-0.03198498487472534,-0.27972400188446045,-0.01671534776687622,-0.18707799911499023,-0.043968021869659424,-0.18237417936325073,-0.007729709148406982,-0.23949992656707764,0.011108815670013428,-0.2874227464199066,0.021281898021697998,-0.20326310396194458,-0.0015847086906433105,-0.18724679946899414,0.031318485736846924,-0.23923981189727783,0.0482291579246521,-0.28690803050994873,0.05253732204437256,-0.22654664516448975,0.03681683540344238,-0.2026679515838623
A,0.0,0.0,-0.05461275577545166,-0.02210259437561035,-0.09786224365234375,-0.112948477268219,-0.12986475229263306,-0.1890450119972229,-0.17444932460784912,-0.22308695316314697,-0.10017859935760498,-0.19730132818222046,-0.06278550624847412,-0.2540208697319031,-0.04869544506072998,-0.17536288499832153,-0.06983327865600586,-0.156904399394989,-0.05660820007324219,-0.21423375606536865,-0.02080470323562622,-0.26182329654693604,-0.009111881256103516,-0.17095720767974854,-0.03666400909423828,-0.1669614315032959,-0.01599109172821045,-0.22362369298934937,0.01398324966430664,-0.2630448043346405,0.021750688552856445,-0.18430781364440918,-0.0020081400871276855,-0.172715961933136,0.01899135112762451,-0.2292361855506897,0.041788458824157715,-0.2623903155326843,0.045200884342193604,-0.20447665452957153,0.02795165777206421,-0.18655025959014893
A,0.0,0.0,-0.05055832862854004,-0.017127573490142822,-0.08873361349105835,-0.10618770122528076,-0.11660110950469971,-0.17754942178726196,-0.15744197368621826,-0.21193087100982666,-0.09314417839050293,-0.18938946723937988,-0.05217510461807251,-0.24136972427368164,-0.04134410619735718,-0.16720551252365112,-0.06439054012298584,-0.1505449414253235,-0.05328875780105591,-0.20889544486999512,-0.01538628339767456,-0.24983260035514832,-0.006788492202758789,-0.16385948657989502,-0.03410106897354126,-0.1583990454673767,-0.016547560691833496,-0.21844616532325745,0.016095340251922607,-0.2513118386268616,0.02149331569671631,-0.17693054676055908,-0.002507328987121582,-0.16585493087768555,0.01393038034439087,-0.22521570324897766,0.03975111246109009,-0.25006821751594543,0.041116178035736084,-0.19634467363357544,0.022289633750915527,-0.1827300786972046
